postal_code,source_row_count_en,source_row_count_my,region_name_en,region_name_my,township_name_en,township_name_my,locality_name_en,locality_name_my,locality_type,township_pcode,township_admin_area_id,local_pcode,local_admin_area_id,match_status,match_method,candidate_township_pcodes,candidate_local_pcodes,review_reason
0102214,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Shin Kun (Kying Htaung Ga) Village Tract,ရှင်ကွန် (ကျိန်ထောင်ဂါး) ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003015,,township_only,exact_township_name,MMR001003,MMR001003015,
0102215,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Tsum Dwar Ga Village Tract,ဆွမ်ဒွါဂါး ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003016,,township_only,exact_township_name,MMR001003,MMR001003016,
0102216,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Pin Laung Village Tract,ပင်လောင် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003017,,township_only,exact_township_name,MMR001003,MMR001003017,
0102217,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Htauk Ga Village Tract,အင်ထောက်ဂါး ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003018,,township_only,exact_township_name,MMR001003,MMR001003018,
0102218,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Ka Yawng Htein Rawt Village Tract,ကရောင်ထိန်ရော့ ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003019,,township_only,exact_township_name,MMR001003,MMR001003019,
0102219,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Sha Dan Pong War Village Tract,ရှဒန်ပုန်ဝါ ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003020,,township_only,exact_township_name,MMR001003,MMR001003020,
0102220,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Trein Hka Yam Village Tract,အင်တျိန်ခရမ် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003021,,township_only,exact_township_name,MMR001003,MMR001003021,
0102221,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Hkan Dauk Yang Village Tract,ခန်ဒေါက်ယန် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003022,,township_only,exact_township_name,MMR001003,MMR001003022,
0102222,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Jing Ma Yang Village Tract,ဂျိန်မာယန် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003023,,township_only,exact_township_name,MMR001003,MMR001003023,
0102223,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Waing Kawng Village Tract,အင်ဝိုင်းကောင် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003024,,township_only,exact_township_name,MMR001003,MMR001003024,
